,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,sot%,g/sot,dist,g-xg,save%,stp%,cmp%,totdist,crdy,crdr,fls,recov,season,team
33,2022-04-03,18:00,Serie A,Matchweek 31,Sun,Home,L,0,1,Roma,0.5,1.0,49.0,16465.0,Bartosz Bereszyński,4-1-3-2,Gianluca Manganiello,Match Report,,8.0,3.0,37.5,0.0,20.7,-0.5,0.0,20.0,77.0,6463.0,2,0,15.0,52.0,1,Sampdoria
34,2022-04-11,20:45,Serie A,Matchweek 32,Mon,Away,L,0,2,Bologna,0.8,2.5,48.0,15783.0,Bartosz Bereszyński,4-1-3-2,Luca Pairetto,Match Report,,9.0,2.0,22.2,0.0,23.2,-0.8,50.0,0.0,81.0,6772.0,2,0,11.0,54.0,1,Sampdoria
35,2022-04-16,14:30,Serie A,Matchweek 33,Sat,Home,L,1,2,Salernitana,0.6,0.4,67.0,14908.0,Fabio Quagliarella,4-3-1-2,Paolo Valeri,Match Report,,5.0,1.0,20.0,1.0,16.2,0.4,0.0,16.7,82.1,10395.0,1,0,18.0,43.0,1,Sampdoria
36,2022-04-23,20:45,Serie A,Matchweek 34,Sat,Away,D,1,1,Hellas Verona,1.0,1.6,43.0,16188.0,Bartosz Bereszyński,4-1-4-1,Giovanni Ayroldi,Match Report,,3.0,2.0,66.7,0.5,27.3,0.0,0.0,0.0,66.5,5352.0,3,0,15.0,50.0,1,Sampdoria
37,2022-04-30,18:00,Serie A,Matchweek 35,Sat,Home,W,1,0,Genoa,1.4,1.4,49.0,30136.0,Albin Ekdal,4-1-4-1,Fabio Maresca,Match Report,,10.0,2.0,20.0,0.5,17.2,-0.4,100.0,0.0,66.6,5093.0,3,0,13.0,62.0,1,Sampdoria
38,2022-05-07,20:45,Serie A,Matchweek 36,Sat,Away,L,0,2,Lazio,1.0,1.6,39.0,31000.0,Bartosz Bereszyński,4-1-4-1,Davide Massa,Match Report,,9.0,2.0,22.2,0.0,19.9,-1.0,80.0,7.1,80.4,6740.0,1,0,9.0,56.0,1,Sampdoria
39,2022-05-16,18:30,Serie A,Matchweek 37,Mon,Home,W,4,1,Fiorentina,1.5,1.5,37.0,21331.0,Fabio Quagliarella,4-1-4-1,Maurizio Mariani,Match Report,,12.0,5.0,41.7,0.8,14.8,2.5,100.0,5.0,74.4,4408.0,3,1,18.0,37.0,1,Sampdoria
40,2022-05-22,18:00,Serie A,Matchweek 38,Sun,Away,L,0,3,Inter,1.0,3.4,42.0,71109.0,Bartosz Bereszyński,4-1-4-1,Marco Di Bello,Match Report,,8.0,3.0,37.5,0.0,15.2,-1.0,72.7,7.1,88.8,7291.0,2,0,12.0,35.0,1,Sampdoria
1,2021-08-23,18:30,Serie A,Matchweek 1,Mon,Away,D,2,2,Cagliari,0.8,2.8,42.0,5387.0,Giulio Maggiore,3-4-3,Francesco Fourneau,Match Report,,12.0,4.0,33.3,0.5,23.2,1.2,87.5,0.0,74.6,4893.0,3,0,15.0,41.0,1,Spezia
2,2021-08-28,18:30,Serie A,Matchweek 2,Sat,Away,L,1,6,Lazio,1.0,3.0,39.0,20000.0,Giulio Maggiore,3-4-3,Federico Dionisi,Match Report,,5.0,2.0,40.0,0.5,22.8,0.0,40.0,0.0,80.9,6808.0,2,1,9.0,36.0,1,Spezia
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Home,L,0,1,Udinese,1.0,0.9,56.0,5162.0,Giulio Maggiore,4-3-3,Marco Guida,Match Report,,19.0,5.0,26.3,0.0,21.1,-1.0,75.0,0.0,83.3,8307.0,1,0,12.0,42.0,1,Spezia
4,2021-09-19,15:00,Serie A,Matchweek 4,Sun,Away,W,2,1,Venezia,0.4,0.9,55.0,3688.0,Giulio Maggiore,4-2-3-1,Rosario Abisso,Match Report,,12.0,3.0,25.0,0.67,22.1,1.6,66.7,0.0,76.0,7019.0,1,0,10.0,58.0,1,Spezia
5,2021-09-22,18:30,Serie A,Matchweek 5,Wed,Home,L,2,3,Juventus,1.0,2.3,40.0,5700.0,Giulio Maggiore,4-2-3-1,Gianluca Aureliano,Match Report,,10.0,4.0,40.0,0.5,20.1,1.0,66.7,4.2,78.6,5510.0,2,0,14.0,51.0,1,Spezia
6,2021-09-25,15:00,Serie A,Matchweek 6,Sat,Home,L,1,2,Milan,1.1,1.3,37.0,3618.0,Giulio Maggiore,4-1-4-1,Gianluca Manganiello,Match Report,,8.0,2.0,25.0,0.5,19.2,-0.1,60.0,8.3,74.5,4456.0,2,0,12.0,53.0,1,Spezia
7,2021-10-03,15:00,Serie A,Matchweek 7,Sun,Away,L,0,4,Hellas Verona,2.0,0.7,55.0,8398.0,Emmanuel Gyasi,4-2-3-1,Giacomo Camplone,Match Report,,12.0,4.0,33.3,0.0,16.3,-2.0,0.0,0.0,83.8,7030.0,1,1,11.0,58.0,1,Spezia
8,2021-10-16,15:00,Serie A,Matchweek 8,Sat,Home,W,2,1,Salernitana,1.5,1.7,58.0,6023.0,Giulio Maggiore,4-2-3-1,Davide Massa,Match Report,,18.0,5.0,27.8,0.4,16.6,0.5,75.0,12.5,74.5,6700.0,2,0,13.0,62.0,1,Spezia
9,2021-10-22,20:45,Serie A,Matchweek 9,Fri,Away,L,1,2,Sampdoria,1.0,0.6,70.0,7493.0,Giulio Maggiore,4-2-3-1,Michael Fabbri,Match Report,,17.0,7.0,41.2,0.14,19.7,0.0,0.0,20.0,81.8,9043.0,1,0,9.0,63.0,1,Spezia
10,2021-10-26,18:30,Serie A,Matchweek 10,Tue,Home,D,1,1,Genoa,2.2,1.1,48.0,7283.0,Giulio Maggiore,4-2-3-1,Simone Sozza,Match Report,,13.0,3.0,23.1,0.0,20.9,-2.2,100.0,0.0,71.5,6138.0,2,0,12.0,74.0,1,Spezia
11,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Away,L,0,3,Fiorentina,0.1,2.8,45.0,19511.0,Giulio Maggiore,4-2-3-1,Antonio Giua,Match Report,,3.0,0.0,0.0,,24.7,-0.1,83.3,8.7,80.7,5393.0,3,0,20.0,38.0,1,Spezia
12,2021-11-06,15:00,Serie A,Matchweek 12,Sat,Home,W,1,0,Torino,0.3,0.4,41.0,6953.0,Giulio Maggiore,4-2-3-1,Daniele Orsato,Match Report,,7.0,3.0,42.9,0.33,19.7,0.7,100.0,6.7,68.5,4600.0,3,0,15.0,53.0,1,Spezia
13,2021-11-20,15:00,Serie A,Matchweek 13,Sat,Away,L,2,5,Atalanta,0.7,2.2,49.0,10744.0,Giulio Maggiore,3-5-1-1,Rosario Abisso,Match Report,,10.0,5.0,50.0,0.4,20.8,1.3,55.6,0.0,79.5,7053.0,3,0,11.0,53.0,1,Spezia
14,2021-11-28,15:00,Serie A,Matchweek 14,Sun,Home,L,0,1,Bologna,0.7,2.6,43.0,6265.0,Giulio Maggiore,4-3-3,Luca Massimi,Match Report,,13.0,5.0,38.5,0.0,18.1,-0.7,100.0,8.3,77.4,5839.0,3,0,15.0,56.0,1,Spezia
15,2021-12-01,18:30,Serie A,Matchweek 15,Wed,Away,L,0,2,Inter,0.3,2.9,37.0,30076.0,Emmanuel Gyasi,5-3-2,Davide Ghersini,Match Report,,7.0,4.0,57.1,0.0,20.2,-0.3,90.9,0.0,80.7,6025.0,2,0,10.0,39.0,1,Spezia
16,2021-12-05,15:00,Serie A,Matchweek 16,Sun,Home,D,2,2,Sassuolo,2.5,1.5,35.0,4987.0,Giulio Maggiore,4-4-2,Fabio Maresca,Match Report,,9.0,4.0,44.4,0.5,11.7,-0.5,66.7,6.7,72.5,4695.0,4,0,11.0,55.0,1,Spezia
17,2021-12-13,20:45,Serie A,Matchweek 17,Mon,Away,L,0,2,Roma,0.6,2.2,48.0,44844.0,Giulio Maggiore,3-5-2,Alessandro Prontera,Match Report,,8.0,2.0,25.0,0.0,15.2,-0.6,60.0,5.9,81.5,7759.0,1,0,7.0,62.0,1,Spezia
19,2021-12-19,15:00,Serie A,Matchweek 18,Sun,Home,D,1,1,Empoli,0.9,1.5,35.0,5414.0,Giulio Maggiore,3-5-2,Manuel Volpi,Match Report,,9.0,2.0,22.2,0.0,11.2,-0.9,83.3,0.0,72.1,4300.0,3,0,20.0,50.0,1,Spezia
20,2021-12-22,20:45,Serie A,Matchweek 19,Wed,Away,W,1,0,Napoli,0.6,1.9,35.0,25000.0,Giulio Maggiore,3-5-2,Luca Massimi,Match Report,,8.0,0.0,0.0,,26.7,-0.6,100.0,7.7,72.6,4674.0,3,0,12.0,56.0,1,Spezia
21,2022-01-06,14:30,Serie A,Matchweek 20,Thu,Home,L,1,2,Hellas Verona,1.4,1.4,40.0,3250.0,Giulio Maggiore,4-1-4-1,Maurizio Mariani,Match Report,,9.0,3.0,33.3,0.33,17.2,-0.4,60.0,5.9,64.6,3733.0,3,1,14.0,51.0,1,Spezia
22,2022-01-09,18:30,Serie A,Matchweek 21,Sun,Away,W,1,0,Genoa,1.5,1.0,47.0,8000.0,Giulio Maggiore,4-3-3,Marco Guida,Match Report,,17.0,9.0,52.9,0.11,19.5,-0.5,100.0,5.6,75.2,6600.0,3,0,15.0,63.0,1,Spezia
23,2022-01-17,18:30,Serie A,Matchweek 22,Mon,Away,W,2,1,Milan,1.5,2.2,40.0,5000.0,Giulio Maggiore,4-3-3,Marco Serra,Match Report,,10.0,6.0,60.0,0.33,15.3,0.5,87.5,0.0,74.7,5014.0,5,0,17.0,51.0,1,Spezia
24,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Home,W,1,0,Sampdoria,0.4,0.3,41.0,5000.0,Emmanuel Gyasi,4-1-4-1,Gianluca Manganiello,Match Report,,7.0,2.0,28.6,0.5,18.9,0.6,,11.8,71.1,5534.0,2,0,24.0,46.0,1,Spezia
25,2022-02-07,20:45,Serie A,Matchweek 24,Mon,Away,D,2,2,Salernitana,1.9,0.4,43.0,10668.0,Giulio Maggiore,4-2-3-1,Paolo Valeri,Match Report,,11.0,0.0,0.0,,24.3,0.1,60.0,5.6,73.9,5086.0,3,0,19.0,63.0,1,Spezia
26,2022-02-14,20:45,Serie A,Matchweek 25,Mon,Home,L,1,2,Fiorentina,0.7,2.1,34.0,5400.0,Giulio Maggiore,4-2-3-1,Matteo Marchetti,Match Report,,9.0,1.0,11.1,1.0,19.8,0.3,50.0,0.0,69.4,3764.0,2,0,17.0,47.0,1,Spezia
27,2022-02-21,21:00,Serie A,Matchweek 26,Mon,Away,L,1,2,Bologna,0.3,2.0,39.0,12050.0,Giulio Maggiore,4-2-3-1,Livio Marinelli,Match Report,,6.0,2.0,33.3,0.5,23.2,0.7,71.4,16.7,71.3,4944.0,1,0,13.0,49.0,1,Spezia
28,2022-02-27,18:05,Serie A,Matchweek 27,Sun,Home,L,0,1,Roma,0.4,3.8,35.0,8107.0,Simone Bastoni,4-3-3,Michael Fabbri,Match Report,,9.0,3.0,33.3,0.0,22.1,-0.4,100.0,6.7,76.2,5021.0,5,1,13.0,52.0,1,Spezia
29,2022-03-06,18:00,Serie A,Matchweek 28,Sun,Away,L,0,1,Juventus,0.7,1.3,44.0,26475.0,Giulio Maggiore,4-2-3-1,Francesco Fourneau,Match Report,,9.0,4.0,44.4,0.0,20.1,-0.7,66.7,11.1,82.0,6535.0,1,0,12.0,46.0,1,Spezia
30,2022-03-12,15:00,Serie A,Matchweek 29,Sat,Home,W,2,0,Cagliari,2.3,0.4,43.0,7180.0,Giulio Maggiore,4-3-3,Daniele Orsato,Match Report,,11.0,6.0,54.5,0.33,14.6,-0.3,100.0,10.0,61.1,3589.0,1,0,10.0,61.0,1,Spezia
31,2022-03-18,18:45,Serie A,Matchweek 30,Fri,Away,L,1,4,Sassuolo,0.3,1.9,42.0,6130.0,Giulio Maggiore,4-3-2-1,Manuel Volpi,Match Report,,5.0,1.0,20.0,1.0,16.3,0.7,57.1,0.0,77.6,5746.0,3,0,16.0,51.0,1,Spezia
32,2022-04-02,15:00,Serie A,Matchweek 31,Sat,Home,W,1,0,Venezia,1.1,0.7,52.0,7993.0,Giulio Maggiore,4-3-3,Daniele Doveri,Match Report,,11.0,4.0,36.4,0.25,16.7,-0.1,100.0,8.3,73.8,6401.0,3,0,15.0,55.0,1,Spezia
33,2022-04-09,15:00,Serie A,Matchweek 32,Sat,Away,D,0,0,Empoli,0.8,1.1,42.0,5265.0,Giulio Maggiore,4-2-3-1,Giovanni Ayroldi,Match Report,,11.0,4.0,36.4,0.0,13.5,-0.8,100.0,5.9,68.3,4268.0,2,0,18.0,53.0,1,Spezia
34,2022-04-15,19:00,Serie A,Matchweek 33,Fri,Home,L,1,3,Inter,0.5,2.4,33.0,11382.0,Giulio Maggiore,4-2-3-1,Fabio Maresca,Match Report,,10.0,2.0,20.0,0.5,15.8,0.5,57.1,6.7,67.6,4168.0,2,0,9.0,49.0,1,Spezia
35,2022-04-23,15:00,Serie A,Matchweek 34,Sat,Away,L,1,2,Torino,1.0,2.4,45.0,8333.0,Emmanuel Gyasi,5-4-1,Davide Ghersini,Match Report,,6.0,1.0,16.7,0.0,25.2,0.0,83.3,8.3,72.0,6096.0,2,0,13.0,47.0,1,Spezia
36,2022-04-30,20:45,Serie A,Matchweek 35,Sat,Home,L,3,4,Lazio,1.3,2.9,30.0,8750.0,Giulio Maggiore,4-2-3-1,Luca Pairetto,Match Report,,9.0,3.0,33.3,1.0,15.3,1.7,66.7,5.3,64.3,4058.0,3,0,15.0,49.0,1,Spezia
37,2022-05-08,12:30,Serie A,Matchweek 36,Sun,Home,L,1,3,Atalanta,0.9,1.8,35.0,9000.0,Giulio Maggiore,4-4-2,Fabio Maresca,Match Report,,5.0,1.0,20.0,1.0,16.6,0.1,50.0,0.0,69.1,4124.0,2,0,10.0,53.0,1,Spezia
38,2022-05-14,18:00,Serie A,Matchweek 37,Sat,Away,W,3,2,Udinese,2.4,1.3,39.0,20950.0,Giulio Maggiore,4-2-3-1,Gianluca Aureliano,Match Report,,10.0,7.0,70.0,0.43,16.9,0.6,66.7,0.0,68.6,4142.0,2,0,10.0,54.0,1,Spezia
39,2022-05-22,12:30,Serie A,Matchweek 38,Sun,Home,L,0,3,Napoli,2.0,1.5,32.0,10000.0,Giulio Maggiore,4-2-3-1,Matteo Marchetti,Match Report,,16.0,4.0,25.0,0.0,17.2,-2.0,25.0,0.0,82.0,5383.0,1,0,10.0,54.0,1,Spezia
1,2021-08-22,18:30,Serie A,Matchweek 1,Sun,Away,L,2,3,Bologna,1.5,1.6,29.0,8375.0,Milan Đurić,3-5-2,Antonio Rapuano,Match Report,,9.0,3.0,33.3,0.33,18.5,0.5,57.1,0.0,52.5,2591.0,3,1,15.0,37.0,1,Salernitana
2,2021-08-29,20:45,Serie A,Matchweek 2,Sun,Home,L,0,4,Roma,0.3,2.1,21.0,12500.0,Francesco Di Tacchio,5-4-1,Rosario Abisso,Match Report,,5.0,0.0,0.0,,14.0,-0.3,55.6,0.0,49.8,2018.0,2,0,12.0,40.0,1,Salernitana
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Away,L,0,4,Torino,0.3,2.4,41.0,9082.0,Francesco Di Tacchio,3-5-2,Gianluca Aureliano,Match Report,,8.0,2.0,25.0,0.0,20.2,-0.3,42.9,0.0,69.9,4533.0,2,0,11.0,42.0,1,Salernitana
4,2021-09-18,20:45,Serie A,Matchweek 4,Sat,Home,L,0,1,Atalanta,0.7,1.6,42.0,11949.0,Milan Đurić,3-4-1-2,Paolo Valeri,Match Report,,10.0,1.0,10.0,0.0,21.3,-0.7,66.7,0.0,72.8,5211.0,4,0,21.0,62.0,1,Salernitana
5,2021-09-22,18:30,Serie A,Matchweek 5,Wed,Home,D,2,2,Hellas Verona,2.7,1.4,50.0,9561.0,Norbert Gyömbér,3-4-1-2,Massimiliano Irrati,Match Report,,15.0,4.0,26.7,0.5,13.6,-0.7,60.0,15.4,72.3,5540.0,2,0,13.0,64.0,1,Salernitana
6,2021-09-26,15:00,Serie A,Matchweek 6,Sun,Away,L,0,1,Sassuolo,1.1,1.4,43.0,5177.0,Francesco Di Tacchio,4-1-2-1-2◆,Antonio Giua,Match Report,,12.0,4.0,33.3,0.0,15.0,-1.1,83.3,8.3,74.4,5402.0,3,0,16.0,45.0,1,Salernitana
7,2021-10-02,15:00,Serie A,Matchweek 7,Sat,Home,W,1,0,Genoa,0.5,1.5,49.0,10077.0,Norbert Gyömbér,4-1-2-1-2◆,Maurizio Mariani,Match Report,,10.0,4.0,40.0,0.25,18.0,0.5,100.0,0.0,73.7,5690.0,2,0,15.0,47.0,1,Salernitana
8,2021-10-16,15:00,Serie A,Matchweek 8,Sat,Away,L,1,2,Spezia,1.7,1.5,42.0,6023.0,Francesco Di Tacchio,4-3-1-2,Davide Massa,Match Report,,15.0,4.0,26.7,0.25,17.7,-0.7,60.0,0.0,66.8,4464.0,3,0,15.0,59.0,1,Salernitana
9,2021-10-23,15:00,Serie A,Matchweek 9,Sat,Home,L,2,4,Empoli,1.2,2.4,60.0,11142.0,Francesco Di Tacchio,3-4-1-2,Daniele Doveri,Match Report,,12.0,5.0,41.7,0.2,13.8,-0.2,40.0,0.0,80.2,7241.0,1,0,12.0,49.0,1,Salernitana
10,2021-10-26,18:30,Serie A,Matchweek 10,Tue,Away,W,2,1,Venezia,1.3,0.7,55.0,5103.0,Franck Ribéry,4-3-3,Marco Di Bello,Match Report,,21.0,7.0,33.3,0.29,18.2,0.7,75.0,12.5,80.7,7943.0,3,0,13.0,48.0,1,Salernitana
11,2021-10-31,18:00,Serie A,Matchweek 11,Sun,Home,L,0,1,Napoli,0.5,1.8,37.0,17043.0,Franck Ribéry,4-3-1-2,Michael Fabbri,Match Report,,9.0,2.0,22.2,0.0,20.0,-0.5,66.7,0.0,75.2,4368.0,0,1,11.0,50.0,1,Salernitana
12,2021-11-07,18:00,Serie A,Matchweek 12,Sun,Away,L,0,3,Lazio,0.3,1.6,40.0,25000.0,Franck Ribéry,4-3-1-2,Antonio Rapuano,Match Report,,5.0,0.0,0.0,,14.9,-0.3,40.0,30.0,84.9,6836.0,2,0,14.0,46.0,1,Salernitana
13,2021-11-21,15:00,Serie A,Matchweek 13,Sun,Home,L,0,2,Sampdoria,0.9,0.9,55.0,11849.0,Franck Ribéry,4-1-2-1-2◆,Piero Giacomelli,Match Report,,18.0,2.0,11.1,0.0,15.8,-0.9,66.7,8.3,74.0,6898.0,0,0,10.0,51.0,1,Salernitana
14,2021-11-26,20:45,Serie A,Matchweek 14,Fri,Away,D,1,1,Cagliari,0.3,1.8,43.0,9700.0,Francesco Di Tacchio,4-3-1-2,Daniele Doveri,Match Report,,8.0,2.0,25.0,0.5,23.3,0.7,66.7,3.7,70.3,5007.0,1,0,10.0,39.0,1,Salernitana
15,2021-11-30,20:45,Serie A,Matchweek 15,Tue,Home,L,0,2,Juventus,0.3,2.1,27.0,19500.0,Leonardo Capezzi,5-3-2,Francesco Fourneau,Match Report,,4.0,0.0,0.0,,15.9,-0.3,71.4,0.0,71.0,3766.0,1,0,14.0,36.0,1,Salernitana
16,2021-12-04,15:00,Serie A,Matchweek 16,Sat,Away,L,0,2,Milan,0.2,2.1,30.0,43609.0,Franck Ribéry,4-4-1-1,Antonio Giua,Match Report,,7.0,2.0,28.6,0.0,23.3,-0.2,75.0,0.0,73.7,4165.0,2,0,9.0,51.0,1,Salernitana
17,2021-12-11,15:00,Serie A,Matchweek 17,Sat,Away,L,0,4,Fiorentina,0.8,2.2,31.0,18579.0,Franck Ribéry,4-4-1-1,Davide Ghersini,Match Report,,11.0,6.0,54.5,0.0,15.3,-0.8,55.6,0.0,74.6,3780.0,1,0,11.0,51.0,1,Salernitana
19,2021-12-17,20:45,Serie A,Matchweek 18,Fri,Home,L,0,5,Inter,0.7,3.0,35.0,18000.0,Franck Ribéry,5-3-2,Maurizio Mariani,Match Report,,10.0,2.0,20.0,0.0,12.9,-0.7,37.5,0.0,76.5,4897.0,1,0,10.0,38.0,1,Salernitana
20,2022-01-09,20:45,Serie A,Matchweek 21,Sun,Away,W,2,1,Hellas Verona,1.1,1.2,30.0,3106.0,Francesco Di Tacchio,5-3-2,Federico Dionisi,Match Report,,8.0,4.0,50.0,0.25,23.2,0.9,85.7,0.0,58.2,2996.0,3,0,12.0,45.0,1,Salernitana
21,2022-01-15,18:00,Serie A,Matchweek 22,Sat,Home,L,0,3,Lazio,0.3,1.9,27.0,2559.0,Francesco Di Tacchio,3-5-2,Rosario Abisso,Match Report,,6.0,1.0,16.7,0.0,23.5,-0.3,62.5,0.0,77.8,4884.0,2,0,11.0,43.0,1,Salernitana
22,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Away,L,1,4,Napoli,0.2,4.3,18.0,3000.0,Francesco Di Tacchio,4-5-1,Luca Pairetto,Match Report,,1.0,1.0,100.0,1.0,12.4,0.8,85.7,5.6,64.1,2652.0,4,1,14.0,41.0,1,Salernitana
23,2022-02-07,20:45,Serie A,Matchweek 24,Mon,Home,D,2,2,Spezia,0.4,1.9,57.0,10668.0,Franck Ribéry,4-3-2-1,Paolo Valeri,Match Report,,9.0,5.0,55.6,0.4,23.5,1.6,100.0,0.0,74.6,6092.0,3,0,12.0,50.0,1,Salernitana
24,2022-02-13,15:00,Serie A,Matchweek 25,Sun,Away,D,1,1,Genoa,0.8,1.9,49.0,13742.0,Milan Đurić,4-3-2-1,Marco Di Bello,Match Report,,12.0,4.0,33.3,0.25,19.0,0.2,80.0,0.0,67.2,5343.0,2,0,10.0,61.0,1,Salernitana
25,2022-02-19,20:45,Serie A,Matchweek 26,Sat,Home,D,2,2,Milan,1.0,1.3,40.0,18449.0,Franck Ribéry,4-2-3-1,Michael Fabbri,Match Report,,9.0,4.0,44.4,0.5,18.3,1.0,60.0,10.5,73.2,4728.0,2,0,14.0,53.0,1,Salernitana
26,2022-02-26,15:00,Serie A,Matchweek 27,Sat,Home,D,1,1,Bologna,1.1,0.5,56.0,13289.0,Franck Ribéry,4-2-3-1,Giovanni Ayroldi,Match Report,,15.0,4.0,26.7,0.25,23.0,-0.1,66.7,12.5,78.5,6293.0,2,0,13.0,56.0,1,Salernitana
27,2022-03-04,20:45,Serie A,Matchweek 28,Fri,Away,L,0,5,Inter,0.7,3.9,40.0,46287.0,Milan Đurić,4-2-3-1,Livio Marinelli,Match Report,,11.0,3.0,27.3,0.0,17.5,-0.7,58.3,0.0,82.5,5920.0,1,0,7.0,41.0,1,Salernitana
28,2022-03-12,15:00,Serie A,Matchweek 29,Sat,Home,D,2,2,Sassuolo,1.3,1.5,47.0,10249.0,Milan Đurić,4-2-3-1,Luca Massimi,Match Report,,15.0,5.0,33.3,0.4,16.3,0.7,71.4,10.0,82.0,7371.0,2,0,14.0,47.0,1,Salernitana
29,2022-03-20,15:00,Serie A,Matchweek 30,Sun,Away,L,0,2,Juventus,0.6,1.7,43.0,29186.0,Milan Đurić,4-2-3-1,Giovanni Ayroldi,Match Report,,12.0,4.0,33.3,0.0,22.6,-0.6,71.4,0.0,82.1,6992.0,2,0,13.0,51.0,1,Salernitana
30,2022-04-02,20:45,Serie A,Matchweek 31,Sat,Home,L,0,1,Torino,1.1,1.6,54.0,8650.0,Milan Đurić,3-4-3,Marco Piccinini,Match Report,,14.0,3.0,21.4,0.0,17.0,-1.1,100.0,0.0,66.7,5360.0,5,1,15.0,55.0,1,Salernitana
31,2022-04-10,18:00,Serie A,Matchweek 32,Sun,Away,L,1,2,Roma,0.4,2.0,33.0,64266.0,Franck Ribéry,3-5-2,Manuel Volpi,Match Report,,6.0,3.0,50.0,0.33,20.2,0.6,71.4,0.0,72.0,3511.0,8,0,23.0,51.0,1,Salernitana
32,2022-04-16,14:30,Serie A,Matchweek 33,Sat,Away,W,2,1,Sampdoria,0.4,0.6,33.0,14908.0,Milan Đurić,3-5-2,Paolo Valeri,Match Report,,7.0,2.0,28.6,1.0,19.8,1.6,0.0,0.0,70.0,4878.0,7,0,23.0,51.0,1,Salernitana
33,2022-04-20,18:45,Serie A,Matchweek 19,Wed,Away,W,1,0,Udinese,1.2,0.4,46.0,12362.0,Franck Ribéry,3-5-2,Simone Sozza,Match Report,,9.0,3.0,33.3,0.33,18.9,-0.2,100.0,10.0,71.2,4793.0,5,0,14.0,58.0,1,Salernitana
34,2022-04-24,12:30,Serie A,Matchweek 34,Sun,Home,W,2,1,Fiorentina,0.7,1.0,28.0,20920.0,Milan Đurić,3-5-2,Davide Massa,Match Report,,10.0,4.0,40.0,0.5,18.6,1.3,66.7,10.5,63.4,3499.0,1,0,15.0,41.0,1,Salernitana
35,2022-05-02,20:45,Serie A,Matchweek 35,Mon,Away,D,1,1,Atalanta,1.2,1.9,38.0,17011.0,Milan Đurić,3-5-2,Marco Guida,Match Report,,11.0,9.0,81.8,0.11,22.3,-0.2,80.0,0.0,69.9,4893.0,2,0,9.0,72.0,1,Salernitana
36,2022-05-05,18:00,Serie A,Matchweek 20,Thu,Home,W,2,1,Venezia,2.1,1.1,42.0,22200.0,Milan Đurić,3-5-2,Maurizio Mariani,Match Report,,18.0,3.0,16.7,0.33,16.4,-0.1,75.0,8.3,71.2,4462.0,2,0,12.0,43.0,1,Salernitana
37,2022-05-08,18:00,Serie A,Matchweek 36,Sun,Home,D,1,1,Cagliari,1.3,0.5,48.0,28048.0,Milan Đurić,3-5-1-1,Marco Di Bello,Match Report,,12.0,1.0,8.3,0.0,20.6,-0.3,66.7,11.5,73.9,5846.0,5,1,12.0,33.0,1,Salernitana
38,2022-05-14,15:00,Serie A,Matchweek 37,Sat,Away,D,1,1,Empoli,3.4,1.5,54.0,7000.0,Milan Đurić,3-5-1-1,Davide Massa,Match Report,,27.0,7.0,25.9,0.14,15.5,-2.4,83.3,0.0,79.0,7100.0,2,0,8.0,44.0,1,Salernitana
39,2022-05-22,21:00,Serie A,Matchweek 38,Sun,Home,L,0,4,Udinese,1.6,2.5,53.0,29739.0,Milan Đurić,3-5-2,Daniele Orsato,Match Report,,25.0,10.0,40.0,0.0,16.9,-1.6,63.6,0.0,85.4,7828.0,1,0,11.0,58.0,1,Salernitana
1,2021-08-23,18:30,Serie A,Matchweek 1,Mon,Home,D,2,2,Spezia,2.8,0.8,58.0,5387.0,João Pedro,3-4-3,Francesco Fourneau,Match Report,,19.0,7.0,36.8,0.14,15.0,-0.8,50.0,0.0,77.8,7709.0,2,0,17.0,48.0,1,Cagliari
2,2021-08-29,20:45,Serie A,Matchweek 2,Sun,Away,L,1,4,Milan,0.6,2.7,43.0,31946.0,João Pedro,3-5-2,Marco Serra,Match Report,,7.0,2.0,28.6,0.5,13.2,0.4,40.0,0.0,84.4,6184.0,5,0,11.0,37.0,1,Cagliari
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Home,L,2,3,Genoa,1.6,1.2,52.0,6423.0,João Pedro,3-5-2,Luca Pairetto,Match Report,,8.0,2.0,25.0,0.5,17.5,0.4,0.0,25.0,80.9,7715.0,2,0,15.0,49.0,1,Cagliari
4,2021-09-19,18:00,Serie A,Matchweek 4,Sun,Away,D,2,2,Lazio,1.5,2.0,27.0,20000.0,João Pedro,3-5-2,Davide Ghersini,Match Report,,10.0,3.0,30.0,0.67,16.0,0.5,80.0,0.0,65.3,3900.0,3,1,11.0,54.0,1,Cagliari
5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Home,L,0,2,Empoli,1.0,0.9,50.0,7226.0,João Pedro,3-5-2,Marco Di Bello,Match Report,,15.0,1.0,6.7,0.0,17.0,-1.0,60.0,0.0,75.8,7543.0,2,0,15.0,45.0,1,Cagliari
