,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,sot%,g/sot,dist,g-xg,save%,stp%,cmp%,totdist,crdy,crdr,fls,recov,season,team
18,2021-12-18,18:00,Serie A,Matchweek 18,Sat,Home,L,0,2,Juventus,0.5,0.9,57.0,22394.0,Roberto Soriano,3-1-4-2,Daniele Orsato,Match Report,,11.0,3.0,27.3,0.0,19.9,-0.5,71.4,11.1,81.3,8184.0,1,0,7.0,62.0,1,Bologna
19,2021-12-22,16:30,Serie A,Matchweek 19,Wed,Away,W,3,0,Sassuolo,1.8,0.6,40.0,4763.0,Roberto Soriano,3-5-2,Michael Fabbri,Match Report,,9.0,5.0,55.6,0.6,16.6,1.2,100.0,12.5,78.2,4781.0,3,0,12.0,49.0,1,Bologna
20,2022-01-11,20:45,Serie A,Matchweek 21,Tue,Away,L,1,2,Cagliari,0.6,1.8,48.0,5583.0,Roberto Soriano,3-1-4-2,Davide Ghersini,Match Report,,9.0,3.0,33.3,0.33,18.3,0.4,50.0,5.3,67.6,5243.0,2,0,15.0,62.0,1,Bologna
21,2022-01-17,18:30,Serie A,Matchweek 22,Mon,Home,L,0,2,Napoli,0.9,2.3,39.0,5000.0,Roberto Soriano,3-1-4-2,Livio Marinelli,Match Report,,12.0,5.0,41.7,0.0,17.6,-0.9,60.0,12.5,79.1,6094.0,3,0,9.0,57.0,1,Bologna
22,2022-01-21,20:45,Serie A,Matchweek 23,Fri,Away,L,1,2,Hellas Verona,0.6,1.8,44.0,4286.0,Roberto Soriano,5-3-2,Matteo Gariglio,Match Report,,8.0,2.0,25.0,0.5,21.0,0.4,66.7,0.0,64.0,4275.0,4,0,9.0,63.0,1,Bologna
23,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Home,D,0,0,Empoli,0.6,1.7,60.0,10349.0,Roberto Soriano,3-4-1-2,Cosso Cosso,Match Report,,12.0,2.0,16.7,0.0,19.1,-0.6,100.0,0.0,79.8,7729.0,2,0,10.0,57.0,1,Bologna
24,2022-02-12,15:00,Serie A,Matchweek 25,Sat,Away,L,0,3,Lazio,0.7,1.9,44.0,22000.0,Roberto Soriano,3-5-2,Marco Piccinini,Match Report,,11.0,3.0,27.3,0.0,16.3,-0.7,66.7,8.3,85.1,7637.0,2,0,16.0,57.0,1,Bologna
25,2022-02-21,21:00,Serie A,Matchweek 26,Mon,Home,W,2,1,Spezia,2.0,0.3,61.0,12050.0,Roberto Soriano,3-4-3,Livio Marinelli,Match Report,,19.0,7.0,36.8,0.29,19.0,0.0,50.0,20.0,78.9,7277.0,1,0,7.0,61.0,1,Bologna
26,2022-02-26,15:00,Serie A,Matchweek 27,Sat,Away,D,1,1,Salernitana,0.5,1.1,44.0,13289.0,Roberto Soriano,3-4-3,Giovanni Ayroldi,Match Report,,8.0,3.0,37.5,0.33,22.5,0.5,75.0,0.0,73.5,4581.0,3,0,25.0,51.0,1,Bologna
27,2022-03-06,15:00,Serie A,Matchweek 28,Sun,Home,D,0,0,Torino,0.3,1.0,51.0,17575.0,Lorenzo De Silvestri,3-4-3,Luca Massimi,Match Report,,6.0,1.0,16.7,0.0,20.3,-0.3,100.0,6.3,70.7,4755.0,3,0,23.0,53.0,1,Bologna
28,2022-03-13,12:30,Serie A,Matchweek 29,Sun,Away,L,0,1,Fiorentina,1.1,1.8,39.0,22635.0,Roberto Soriano,3-4-3,Juan Sacchi,Match Report,,4.0,0.0,0.0,,15.0,-1.1,80.0,3.7,70.4,4231.0,5,1,16.0,46.0,1,Bologna
29,2022-03-20,20:45,Serie A,Matchweek 30,Sun,Home,L,0,1,Atalanta,1.5,1.4,60.0,1323.0,Roberto Soriano,3-4-3,Fabio Maresca,Match Report,,12.0,3.0,25.0,0.0,17.4,-1.5,50.0,0.0,76.0,7927.0,0,0,9.0,70.0,1,Bologna
30,2022-04-04,20:45,Serie A,Matchweek 31,Mon,Away,D,0,0,Milan,0.8,2.0,47.0,68136.0,Gary Medel,3-5-2,Livio Marinelli,Match Report,,8.0,4.0,50.0,0.0,23.1,-0.8,100.0,5.4,76.8,5027.0,2,0,7.0,58.0,1,Bologna
31,2022-04-11,20:45,Serie A,Matchweek 32,Mon,Home,W,2,0,Sampdoria,2.5,0.8,52.0,15783.0,Gary Medel,3-5-2,Luca Pairetto,Match Report,,19.0,4.0,21.1,0.5,18.1,-0.5,100.0,8.3,80.9,7055.0,1,0,11.0,57.0,1,Bologna
32,2022-04-16,18:30,Serie A,Matchweek 33,Sat,Away,D,1,1,Juventus,1.1,2.4,49.0,36107.0,Roberto Soriano,3-5-2,Juan Sacchi,Match Report,,9.0,2.0,22.2,0.5,21.9,-0.1,75.0,0.0,81.5,5502.0,5,2,11.0,37.0,1,Bologna
33,2022-04-24,15:00,Serie A,Matchweek 34,Sun,Home,D,2,2,Udinese,1.2,1.7,55.0,15922.0,Roberto Soriano,3-5-2,Alberto Santoro,Match Report,,10.0,3.0,30.0,0.67,17.2,0.8,60.0,9.1,79.8,6207.0,2,0,9.0,54.0,1,Bologna
34,2022-04-27,20:15,Serie A,Matchweek 20,Wed,Home,W,2,1,Inter,1.2,2.1,41.0,26034.0,Roberto Soriano,3-5-2,Daniele Doveri,Match Report,,5.0,3.0,60.0,0.67,13.9,0.8,83.3,12.5,82.8,6356.0,1,0,11.0,43.0,1,Bologna
35,2022-05-01,20:45,Serie A,Matchweek 35,Sun,Away,D,0,0,Roma,1.3,0.8,57.0,62988.0,Roberto Soriano,3-1-4-2,Michael Fabbri,Match Report,,10.0,4.0,40.0,0.0,15.6,-1.3,100.0,10.5,80.3,7261.0,1,0,9.0,64.0,1,Bologna
36,2022-05-08,15:00,Serie A,Matchweek 36,Sun,Away,L,3,4,Venezia,2.6,2.8,60.0,6674.0,Roberto Soriano,3-5-2,Livio Marinelli,Match Report,,23.0,10.0,43.5,0.3,15.5,0.4,66.7,0.0,81.3,6733.0,4,0,13.0,65.0,1,Bologna
37,2022-05-15,12:30,Serie A,Matchweek 37,Sun,Home,L,1,3,Sassuolo,1.5,1.6,55.0,19794.0,Roberto Soriano,3-5-2,Davide Ghersini,Match Report,,7.0,1.0,14.3,0.0,15.9,-0.5,57.1,0.0,81.1,6410.0,0,0,9.0,49.0,1,Bologna
38,2022-05-21,17:15,Serie A,Matchweek 38,Sat,Away,W,1,0,Genoa,0.8,1.1,50.0,17768.0,Lorenzo De Silvestri,3-5-2,Gianpiero Miele,Match Report,,11.0,4.0,36.4,0.25,12.4,0.2,100.0,6.3,71.9,5429.0,1,0,10.0,55.0,1,Bologna
1,2021-08-21,20:45,Serie A,Matchweek 1,Sat,Home,L,1,3,Lazio,1.2,1.5,46.0,3655.0,Simone Romagnoli,4-1-2-1-2◆,Simone Sozza,Match Report,,16.0,3.0,18.8,0.33,17.7,-0.2,50.0,0.0,80.8,7851.0,2,0,13.0,47.0,1,Empoli
2,2021-08-28,20:45,Serie A,Matchweek 2,Sat,Away,W,1,0,Juventus,0.7,1.2,46.0,17584.0,Leonardo Mancuso,4-3-1-2,Davide Ghersini,Match Report,,11.0,3.0,27.3,0.33,17.4,0.3,100.0,3.8,71.8,5542.0,3,0,6.0,42.0,1,Empoli
3,2021-09-11,15:00,Serie A,Matchweek 3,Sat,Home,L,1,2,Venezia,1.9,1.7,68.0,2511.0,Leonardo Mancuso,4-1-3-2,Antonio Rapuano,Match Report,,21.0,5.0,23.8,0.0,19.3,-0.9,33.3,0.0,81.2,9312.0,2,0,12.0,47.0,1,Empoli
4,2021-09-19,12:30,Serie A,Matchweek 4,Sun,Home,L,0,3,Sampdoria,1.4,1.0,54.0,3064.0,Leonardo Mancuso,4-3-1-2,Maurizio Mariani,Match Report,,15.0,4.0,26.7,0.0,19.5,-1.4,57.1,0.0,73.8,6501.0,2,0,10.0,54.0,1,Empoli
5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Away,W,2,0,Cagliari,0.9,1.0,50.0,7226.0,Simone Romagnoli,4-3-1-2,Marco Di Bello,Match Report,,17.0,5.0,29.4,0.4,21.6,1.1,100.0,5.3,78.0,6375.0,1,0,13.0,55.0,1,Empoli
6,2021-09-26,15:00,Serie A,Matchweek 6,Sun,Home,W,4,2,Bologna,1.7,2.9,37.0,5022.0,Simone Romagnoli,4-3-1-2,Piero Giacomelli,Match Report,,14.0,6.0,42.9,0.33,17.2,1.3,60.0,0.0,73.3,3800.0,2,0,15.0,41.0,1,Empoli
7,2021-10-03,18:00,Serie A,Matchweek 7,Sun,Away,L,0,2,Roma,0.7,1.3,37.0,31946.0,Simone Romagnoli,4-3-1-2,Giovanni Ayroldi,Match Report,,11.0,3.0,27.3,0.0,19.2,-0.7,66.7,6.7,80.2,5976.0,3,0,15.0,43.0,1,Empoli
8,2021-10-17,15:00,Serie A,Matchweek 8,Sun,Home,L,1,4,Atalanta,0.6,3.9,48.0,6214.0,Simone Romagnoli,4-3-3,Marco Serra,Match Report,,12.0,4.0,33.3,0.25,19.2,0.4,42.9,0.0,75.6,6017.0,3,0,10.0,48.0,1,Empoli
9,2021-10-23,15:00,Serie A,Matchweek 9,Sat,Away,W,4,2,Salernitana,2.4,1.2,40.0,11142.0,Filippo Bandinelli,4-3-1-2,Daniele Doveri,Match Report,,9.0,4.0,44.4,0.5,16.7,0.6,60.0,4.3,74.4,5093.0,3,0,16.0,55.0,1,Empoli
10,2021-10-27,20:45,Serie A,Matchweek 10,Wed,Home,L,0,2,Inter,0.5,2.1,31.0,9335.0,Filippo Bandinelli,4-3-1-2,Daniele Chiffi,Match Report,,9.0,2.0,22.2,0.0,18.0,-0.5,77.8,0.0,74.8,4472.0,1,1,20.0,41.0,1,Empoli
11,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Away,W,2,1,Sassuolo,1.6,1.2,43.0,3539.0,Filippo Bandinelli,4-3-1-2,Luca Massimi,Match Report,,13.0,4.0,30.8,0.25,19.3,0.4,80.0,0.0,77.8,5393.0,2,0,12.0,58.0,1,Empoli
12,2021-11-05,20:45,Serie A,Matchweek 12,Fri,Home,D,2,2,Genoa,0.7,1.6,53.0,5631.0,Filippo Bandinelli,4-3-1-2,Luca Pairetto,Match Report,,10.0,2.0,20.0,1.0,17.5,1.3,85.7,0.0,73.1,6122.0,0,0,8.0,66.0,1,Empoli
13,2021-11-22,18:30,Serie A,Matchweek 13,Mon,Away,L,1,2,Hellas Verona,1.7,1.3,43.0,13797.0,Simone Romagnoli,4-3-1-2,Matteo Gariglio,Match Report,,9.0,4.0,44.4,0.25,17.7,-0.7,60.0,0.0,66.3,4739.0,3,0,13.0,58.0,1,Empoli
14,2021-11-27,15:00,Serie A,Matchweek 14,Sat,Home,W,2,1,Fiorentina,1.8,2.0,51.0,7878.0,Lorenzo Tonelli,4-3-1-2,Juan Sacchi,Match Report,,17.0,5.0,29.4,0.4,17.7,0.2,85.7,0.0,77.7,6365.0,1,0,15.0,50.0,1,Empoli
15,2021-12-02,18:30,Serie A,Matchweek 15,Thu,Away,D,2,2,Torino,1.0,0.7,59.0,7002.0,Simone Romagnoli,4-3-1-2,Andrea Colombo,Match Report,,16.0,5.0,31.3,0.4,19.2,1.0,33.3,50.0,76.6,6342.0,3,0,15.0,43.0,1,Empoli
16,2021-12-06,18:30,Serie A,Matchweek 16,Mon,Home,W,3,1,Udinese,2.4,1.8,58.0,4808.0,Lorenzo Tonelli,4-3-1-2,Daniele Paterna,Match Report,,22.0,8.0,36.4,0.38,16.0,0.6,85.7,0.0,81.8,7936.0,4,0,12.0,68.0,1,Empoli
17,2021-12-12,18:00,Serie A,Matchweek 17,Sun,Away,W,1,0,Napoli,0.7,1.8,40.0,20000.0,Leo Štulac,4-3-1-2,Livio Marinelli,Match Report,,12.0,5.0,41.7,0.2,19.2,0.3,100.0,10.0,80.2,6043.0,1,0,11.0,53.0,1,Empoli
19,2021-12-19,15:00,Serie A,Matchweek 18,Sun,Away,D,1,1,Spezia,1.5,0.9,65.0,5414.0,Filippo Bandinelli,4-3-1-2,Manuel Volpi,Match Report,,22.0,6.0,27.3,0.0,16.3,-1.5,50.0,16.7,82.7,8756.0,2,0,9.0,55.0,1,Empoli
20,2021-12-22,20:45,Serie A,Matchweek 19,Wed,Home,L,2,4,Milan,1.6,1.2,55.0,10596.0,Simone Romagnoli,4-3-1-2,Marco Di Bello,Match Report,,15.0,4.0,26.7,0.25,17.5,0.4,50.0,20.0,78.9,7260.0,1,0,18.0,59.0,1,Empoli
21,2022-01-06,14:30,Serie A,Matchweek 20,Thu,Away,D,3,3,Lazio,1.9,2.8,38.0,23000.0,Andrea La Mantia,4-3-1-2,Antonio Giua,Match Report,,10.0,3.0,30.0,0.67,20.9,1.1,66.7,8.7,75.0,5244.0,4,0,11.0,42.0,1,Empoli
22,2022-01-09,14:30,Serie A,Matchweek 21,Sun,Home,L,1,5,Sassuolo,1.2,4.2,45.0,4081.0,Leo Štulac,4-3-1-2,Manuel Volpi,Match Report,,15.0,4.0,26.7,0.25,14.0,-0.2,69.2,10.0,82.4,6122.0,2,1,10.0,48.0,1,Empoli
23,2022-01-16,15:00,Serie A,Matchweek 22,Sun,Away,D,1,1,Venezia,1.6,1.3,50.0,3805.0,Filippo Bandinelli,4-3-2-1,Piero Giacomelli,Match Report,,18.0,6.0,33.3,0.17,17.6,-0.6,66.7,27.3,78.2,6175.0,5,0,16.0,50.0,1,Empoli
25,2022-01-23,18:00,Serie A,Matchweek 23,Sun,Home,L,2,4,Roma,0.9,2.5,58.0,4920.0,Filippo Bandinelli,4-3-2-1,Michael Fabbri,Match Report,,16.0,7.0,43.8,0.29,18.1,1.1,50.0,0.0,82.1,7462.0,2,0,14.0,57.0,1,Empoli
26,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Away,D,0,0,Bologna,1.7,0.6,40.0,10349.0,Simone Romagnoli,4-3-2-1,Cosso Cosso,Match Report,,15.0,4.0,26.7,0.0,17.3,-1.7,100.0,0.0,71.4,5061.0,4,0,15.0,54.0,1,Empoli
27,2022-02-13,15:00,Serie A,Matchweek 25,Sun,Home,D,1,1,Cagliari,0.9,1.1,46.0,4787.0,Simone Romagnoli,4-3-1-2,Federico Dionisi,Match Report,,15.0,5.0,33.3,0.2,25.0,0.1,75.0,11.1,67.4,4672.0,1,0,15.0,68.0,1,Empoli
28,2022-02-19,15:00,Serie A,Matchweek 26,Sat,Away,L,0,2,Sampdoria,0.6,0.6,58.0,9069.0,Simone Romagnoli,4-3-1-2,Antonio Rapuano,Match Report,,10.0,2.0,20.0,0.0,17.1,-0.6,33.3,12.5,79.9,7588.0,2,0,12.0,61.0,1,Empoli
29,2022-02-26,18:00,Serie A,Matchweek 27,Sat,Home,L,2,3,Juventus,1.2,2.2,53.0,11890.0,Filippo Bandinelli,4-3-1-2,Fabio Maresca,Match Report,,11.0,2.0,18.2,1.0,13.6,0.8,40.0,0.0,78.9,7326.0,2,0,16.0,63.0,1,Empoli
30,2022-03-06,12:30,Serie A,Matchweek 28,Sun,Away,D,0,0,Genoa,0.3,1.1,48.0,14935.0,Simone Romagnoli,4-3-2-1,Gianluca Aureliano,Match Report,,8.0,2.0,25.0,0.0,24.2,-0.3,100.0,0.0,63.2,5190.0,3,0,19.0,64.0,1,Empoli
31,2022-03-12,20:45,Serie A,Matchweek 29,Sat,Away,L,0,1,Milan,0.3,0.7,47.0,48801.0,Simone Romagnoli,4-3-2-1,Daniele Chiffi,Match Report,,5.0,2.0,40.0,0.0,19.5,-0.3,80.0,0.0,80.4,6533.0,0,0,12.0,62.0,1,Empoli
32,2022-03-20,15:00,Serie A,Matchweek 30,Sun,Home,D,1,1,Hellas Verona,0.8,1.3,37.0,5445.0,Simone Romagnoli,4-3-2-1,Matteo Marcenaro,Match Report,,7.0,2.0,28.6,0.5,20.4,0.2,75.0,0.0,62.3,4002.0,2,0,17.0,59.0,1,Empoli
33,2022-04-03,12:30,Serie A,Matchweek 31,Sun,Away,L,0,1,Fiorentina,0.1,1.7,38.0,22407.0,Filippo Bandinelli,4-3-1-2,Luca Massimi,Match Report,,5.0,1.0,20.0,0.0,22.9,-0.1,90.9,4.8,79.8,4818.0,3,1,20.0,37.0,1,Empoli
34,2022-04-09,15:00,Serie A,Matchweek 32,Sat,Home,D,0,0,Spezia,1.1,0.8,58.0,5265.0,Simone Romagnoli,4-3-1-2,Giovanni Ayroldi,Match Report,,15.0,4.0,26.7,0.0,16.1,-1.1,100.0,10.0,73.6,5974.0,2,0,11.0,54.0,1,Empoli
35,2022-04-16,14:30,Serie A,Matchweek 33,Sat,Away,L,1,4,Udinese,2.2,1.1,60.0,15226.0,Andrea La Mantia,4-3-1-2,Matteo Marchetti,Match Report,,14.0,3.0,21.4,0.0,18.4,-1.2,20.0,0.0,79.0,7494.0,4,0,13.0,58.0,1,Empoli
36,2022-04-24,15:00,Serie A,Matchweek 34,Sun,Home,W,3,2,Napoli,1.9,1.2,41.0,10245.0,Filippo Bandinelli,4-3-1-2,Livio Marinelli,Match Report,,17.0,7.0,41.2,0.43,17.5,1.1,0.0,5.9,75.1,5019.0,4,0,14.0,60.0,1,Empoli
37,2022-05-01,15:00,Serie A,Matchweek 35,Sun,Home,L,1,3,Torino,0.8,2.5,40.0,8416.0,Sebastiano Luperto,4-3-1-2,Cosso Cosso,Match Report,,11.0,4.0,36.4,0.25,24.7,0.2,66.7,0.0,70.0,3761.0,4,2,14.0,40.0,1,Empoli
38,2022-05-06,18:45,Serie A,Matchweek 36,Fri,Away,L,2,4,Inter,0.8,3.5,36.0,69959.0,Simone Romagnoli,4-3-1-2,Gianluca Manganiello,Match Report,,4.0,2.0,50.0,1.0,19.1,1.2,60.0,7.4,78.1,4971.0,0,0,9.0,44.0,1,Empoli
39,2022-05-14,15:00,Serie A,Matchweek 37,Sat,Home,D,1,1,Salernitana,1.5,3.4,46.0,7000.0,Simone Romagnoli,4-3-1-2,Davide Massa,Match Report,,16.0,6.0,37.5,0.17,17.5,-0.5,87.5,9.4,78.0,5062.0,3,0,18.0,50.0,1,Empoli
40,2022-05-21,20:45,Serie A,Matchweek 38,Sat,Away,W,1,0,Atalanta,0.2,2.9,38.0,17654.0,Filippo Bandinelli,4-3-1-2,Rosario Abisso,Match Report,,7.0,3.0,42.9,0.33,24.2,0.8,100.0,7.7,78.4,5430.0,1,0,7.0,44.0,1,Empoli
1,2021-08-23,20:45,Serie A,Matchweek 1,Mon,Home,L,0,1,Milan,1.1,0.9,50.0,5000.0,Fabio Quagliarella,4-4-2,Marco Guida,Match Report,,16.0,3.0,18.8,0.0,18.3,-1.1,75.0,16.7,75.6,6277.0,3,0,17.0,56.0,1,Sampdoria
2,2021-08-29,18:30,Serie A,Matchweek 2,Sun,Away,D,0,0,Sassuolo,0.5,1.6,37.0,3309.0,Fabio Quagliarella,4-2-3-1,Juan Sacchi,Match Report,,11.0,2.0,18.2,0.0,24.2,-0.5,100.0,0.0,69.0,4440.0,2,0,14.0,68.0,1,Sampdoria
3,2021-09-12,12:30,Serie A,Matchweek 3,Sun,Home,D,2,2,Inter,1.1,1.1,52.0,7441.0,Fabio Quagliarella,4-4-2,Daniele Orsato,Match Report,,14.0,2.0,14.3,1.0,14.9,0.9,33.3,0.0,79.5,6487.0,4,0,12.0,45.0,1,Sampdoria
4,2021-09-19,12:30,Serie A,Matchweek 4,Sun,Away,W,3,0,Empoli,1.0,1.4,46.0,3064.0,Fabio Quagliarella,4-4-2,Maurizio Mariani,Match Report,,14.0,7.0,50.0,0.43,18.7,2.0,100.0,12.5,72.6,5645.0,2,0,10.0,51.0,1,Sampdoria
5,2021-09-23,18:30,Serie A,Matchweek 5,Thu,Home,L,0,4,Napoli,0.7,1.5,48.0,4596.0,Fabio Quagliarella,4-4-2,Paolo Valeri,Match Report,,13.0,5.0,38.5,0.0,20.8,-0.7,55.6,0.0,81.2,7411.0,2,0,10.0,56.0,1,Sampdoria
6,2021-09-26,12:30,Serie A,Matchweek 6,Sun,Away,L,2,3,Juventus,0.4,2.7,50.0,15381.0,Fabio Quagliarella,4-4-2,Giovanni Ayroldi,Match Report,,5.0,3.0,60.0,0.67,16.8,1.6,66.7,0.0,78.9,6488.0,3,0,16.0,43.0,1,Sampdoria
7,2021-10-03,15:00,Serie A,Matchweek 7,Sun,Home,D,3,3,Udinese,1.5,2.3,54.0,4292.0,Fabio Quagliarella,4-4-2,Daniele Orsato,Match Report,,11.0,2.0,18.2,0.5,19.8,0.5,57.1,0.0,80.6,7418.0,4,0,12.0,47.0,1,Sampdoria
8,2021-10-17,12:30,Serie A,Matchweek 8,Sun,Away,L,1,3,Cagliari,1.2,1.2,59.0,9923.0,Fabio Quagliarella,4-4-1-1,Matteo Marchetti,Match Report,,17.0,3.0,17.6,0.33,18.3,-0.2,40.0,7.1,76.4,7167.0,2,0,18.0,51.0,1,Sampdoria
9,2021-10-22,20:45,Serie A,Matchweek 9,Fri,Home,W,2,1,Spezia,0.6,1.0,30.0,7493.0,Bartosz Bereszyński,4-4-2,Michael Fabbri,Match Report,,6.0,2.0,33.3,0.5,19.7,0.4,85.7,0.0,64.0,3762.0,3,0,9.0,53.0,1,Sampdoria
10,2021-10-27,18:30,Serie A,Matchweek 10,Wed,Home,L,1,3,Atalanta,1.3,1.3,41.0,5462.0,Manolo Gabbiadini,4-3-3,Alessandro Prontera,Match Report,,8.0,3.0,37.5,0.33,18.0,-0.3,25.0,11.1,68.1,5716.0,4,0,15.0,61.0,1,Sampdoria
11,2021-10-30,20:45,Serie A,Matchweek 11,Sat,Away,L,0,3,Torino,0.2,2.4,36.0,13137.0,Fabio Quagliarella,3-1-4-2,Francesco Fourneau,Match Report,,5.0,1.0,20.0,0.0,17.6,-0.2,40.0,0.0,66.7,4703.0,4,1,8.0,51.0,1,Sampdoria
12,2021-11-07,15:00,Serie A,Matchweek 12,Sun,Home,L,1,2,Bologna,1.1,1.6,47.0,5694.0,Albin Ekdal,4-4-2,Gianluca Manganiello,Match Report,,10.0,4.0,40.0,0.25,16.4,-0.1,66.7,0.0,68.8,5919.0,4,0,14.0,56.0,1,Sampdoria
13,2021-11-21,15:00,Serie A,Matchweek 13,Sun,Away,W,2,0,Salernitana,0.9,0.9,45.0,11849.0,Fabio Quagliarella,4-4-2,Piero Giacomelli,Match Report,,13.0,6.0,46.2,0.17,19.8,0.1,100.0,3.1,73.3,5467.0,3,0,19.0,54.0,1,Sampdoria
14,2021-11-27,15:00,Serie A,Matchweek 14,Sat,Home,W,3,1,Hellas Verona,0.8,0.8,42.0,6813.0,Fabio Quagliarella,4-4-2,Lorenzo Maggioni,Match Report,,15.0,5.0,33.3,0.6,18.0,2.2,66.7,0.0,67.3,4728.0,4,0,13.0,61.0,1,Sampdoria
15,2021-11-30,18:30,Serie A,Matchweek 15,Tue,Away,L,1,3,Fiorentina,0.6,2.9,40.0,17913.0,Bartosz Bereszyński,4-4-2,Federico Dionisi,Match Report,,11.0,4.0,36.4,0.25,16.2,0.4,57.1,7.1,75.5,5373.0,3,0,16.0,56.0,1,Sampdoria
16,2021-12-05,18:00,Serie A,Matchweek 16,Sun,Home,L,1,3,Lazio,1.3,0.9,49.0,5883.0,Fabio Quagliarella,4-4-2,Michael Fabbri,Match Report,,18.0,5.0,27.8,0.2,14.3,-0.3,40.0,0.0,79.1,8461.0,4,0,13.0,70.0,1,Sampdoria
17,2021-12-10,20:45,Serie A,Matchweek 17,Fri,Away,W,3,1,Genoa,1.7,1.0,47.0,,Albin Ekdal,4-4-2,Daniele Doveri,Match Report,,14.0,5.0,35.7,0.4,14.9,0.3,50.0,9.1,67.8,5036.0,2,0,17.0,67.0,1,Sampdoria
19,2021-12-19,18:00,Serie A,Matchweek 18,Sun,Home,D,1,1,Venezia,1.5,1.0,49.0,5735.0,Albin Ekdal,4-3-1-2,Rosario Abisso,Match Report,,18.0,7.0,38.9,0.14,20.4,-0.5,0.0,4.5,73.6,5916.0,2,0,8.0,56.0,1,Sampdoria
20,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Away,D,1,1,Roma,1.4,1.3,45.0,49400.0,Albin Ekdal,4-4-2,Piero Giacomelli,Match Report,,9.0,2.0,22.2,0.5,17.5,-0.4,75.0,0.0,78.9,6269.0,3,0,8.0,53.0,1,Sampdoria
21,2022-01-06,12:30,Serie A,Matchweek 20,Thu,Home,L,1,2,Cagliari,0.4,2.3,49.0,3188.0,Albin Ekdal,4-4-2,Giacomo Camplone,Match Report,,4.0,1.0,25.0,1.0,13.6,0.6,71.4,0.0,73.1,6784.0,1,1,12.0,63.0,1,Sampdoria
22,2022-01-09,16:30,Serie A,Matchweek 21,Sun,Away,L,0,1,Napoli,0.4,1.2,32.0,9000.0,Fabio Quagliarella,4-4-2,Marco Di Bello,Match Report,,11.0,1.0,9.1,0.0,21.7,-0.4,80.0,0.0,76.3,4924.0,2,0,11.0,48.0,1,Sampdoria
23,2022-01-15,15:00,Serie A,Matchweek 22,Sat,Home,L,1,2,Torino,1.3,1.3,37.0,2549.0,Bartosz Bereszyński,4-2-3-1,Luca Massimi,Match Report,,11.0,2.0,18.2,0.5,17.8,-0.3,83.3,0.0,61.4,3851.0,0,0,12.0,62.0,1,Sampdoria
25,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Away,L,0,1,Spezia,0.3,0.4,59.0,5000.0,Albin Ekdal,4-3-1-2,Gianluca Manganiello,Match Report,,8.0,0.0,0.0,,22.1,-0.3,50.0,0.0,77.7,8256.0,4,1,12.0,49.0,1,Sampdoria
26,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Home,W,4,0,Sassuolo,2.1,1.3,39.0,6232.0,Bartosz Bereszyński,4-3-1-2,Fabio Maresca,Match Report,,10.0,6.0,60.0,0.5,13.0,1.9,100.0,0.0,75.1,5022.0,2,0,15.0,50.0,1,Sampdoria
27,2022-02-13,12:30,Serie A,Matchweek 25,Sun,Away,L,0,1,Milan,0.2,1.2,50.0,35710.0,Bartosz Bereszyński,4-4-1-1,Daniele Chiffi,Match Report,,4.0,1.0,25.0,0.0,16.9,-0.2,85.7,0.0,81.8,7041.0,1,0,11.0,62.0,1,Sampdoria
28,2022-02-19,15:00,Serie A,Matchweek 26,Sat,Home,W,2,0,Empoli,0.6,0.6,42.0,9069.0,Fabio Quagliarella,4-3-1-2,Antonio Rapuano,Match Report,,8.0,3.0,37.5,0.67,14.5,1.4,100.0,13.0,74.8,5080.0,4,0,15.0,55.0,1,Sampdoria
29,2022-02-28,20:50,Serie A,Matchweek 27,Mon,Away,L,0,4,Atalanta,0.4,2.1,44.0,10245.0,Fabio Quagliarella,3-4-1-2,Simone Sozza,Match Report,,6.0,1.0,16.7,0.0,19.4,-0.4,55.6,0.0,78.4,7236.0,2,0,9.0,60.0,1,Sampdoria
30,2022-03-05,15:00,Serie A,Matchweek 28,Sat,Away,L,1,2,Udinese,1.4,1.8,57.0,12405.0,Fabio Quagliarella,4-1-2-1-2◆,Massimiliano Irrati,Match Report,,8.0,4.0,50.0,0.25,13.9,-0.4,60.0,22.2,77.2,7597.0,2,0,14.0,54.0,1,Sampdoria
31,2022-03-12,18:00,Serie A,Matchweek 29,Sat,Home,L,1,3,Juventus,1.5,1.3,49.0,16644.0,Fabio Quagliarella,4-1-2-1-2◆,Paolo Valeri,Match Report,,16.0,4.0,25.0,0.25,21.4,-0.5,33.3,0.0,86.3,8077.0,0,0,7.0,46.0,1,Sampdoria
32,2022-03-20,12:30,Serie A,Matchweek 30,Sun,Away,W,2,0,Venezia,1.4,1.3,54.0,7591.0,Albin Ekdal,4-3-1-2,Daniele Orsato,Match Report,,8.0,4.0,50.0,0.5,17.2,0.6,100.0,11.5,75.5,6319.0,1,0,17.0,51.0,1,Sampdoria
